transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T10437,U087,2019-07-03,expense,rent,455,bank transfer,pune,Dinner at resto
T04844,U064,2019-07-03,expense,savings,4618,card,bengaluru,Course fee
T01600,U173,2019-07-03,expense,food,538,bank transfer,ahmedabad,Course fee
T09389,U107,2019-07-04,income,salary,59591,cash,jaipur,Uber to office cash
T03686,U018,2019-07-04,expense,utilities,306,cash,bengaluru,Doctor visit
T09443,U107,2019-07-04,expense,food,696,upi,lucknow,Course fee
T02933,U049,2019-07-04,expense,food,109,card,mumbai,Course fee
T08461,U159,2019-07-04,expense,entertainment,383,bank transfer,hyderabad,Dinner at resto
T06740,U106,2019-07-04,expense,rent,753,card,ahmedabad,Grocery shopping
T07925,U149,2019-07-04,expense,travel,227,cash,ahmedabad,Gift via app
T14700,U016,2019-07-04,expense,food,381,bank transfer,hyderabad,Gift
T14058,U185,2019-07-04,income,bonus,87380,card,lucknow,Netflix subscription
T08180,U168,2019-07-04,income,other income,53946,upi,chennai,Netflix subscription
T04880,U129,2019-07-04,expense,savings,145,cash,jaipur,Monthly rent cash
T03927,U023,2019-07-05,expense,food,183,cash,ahmedabad,Doctor visit late
T08212,U113,2019-07-05,expense,savings,406,card,pune,HmaWAZlAN2J58qS
T12724,U163,2019-07-05,expense,food,117,card,jaipur,Grocery shopping
T07274,U087,2019-07-05,expense,education,1774,upi,delhi,Monthly rent
T12579,U098,2019-07-05,income,bonus,68185,bank transfer,kolkata,Course fee late
T01862,U081,2019-07-05,expense,entertainment,353,cash,bengaluru,Doctor visit
T06078,U106,2019-07-05,expense,rent,1517,card,jaipur,Uber to office
T11707,U094,2019-07-05,expense,food,246,bank transfer,kolkata,Paid electricity bill
T05937,U043,2019-07-05,expense,travel,258,card,jaipur,Gift
T12937,U164,2019-07-05,expense,entertainment,694,cash,bengaluru,
T06459,U016,2019-07-05,income,bonus,55522,cash,delhi,Monthly rent
T00399,U100,2019-07-05,expense,food,1120,card,mumbai,Gift
T13041,U146,2019-07-05,income,bonus,73046,cash,jaipur,Uber to office via app
T07338,U071,2019-07-06,income,bonus,68463,cash,lucknow,zhjquyI3MwYbP4rQr9
T14599,U040,2019-07-06,expense,rent,443,upi,ahmedabad,Gift cash
T07183,U046,2019-07-06,expense,fodo,121,bank transfer,unknown,
T00588,U171,2019-07-06,expense,food,138,card,chennai,Uber to office cash
T00492,U021,2019-07-06,expense,rent,198,pi,hyderabad,
T03405,U027,2019-07-06,income,salary,48480,card,kolkata,Doctor visit
T13012,U031,2019-07-06,expense,rent,259,cash,bengaluru,Monthly rent
T01522,U128,2019-07-06,expense,savings,274,card,pune,Dinner at resto cash
T07534,U014,2019-07-07,expense,travel,1445,card,chennai,Doctor visit
T01805,U130,2019-07-07,expense,rent,1019,cash,pune,Monthly rent
T13449,U047,2019-07-07,income,bonus,63436,cash,delhi,
T13584,U151,2019-07-07,expense,travel,674,card,bengaluru,Course fee
T02840,U083,2019-07-07,expense,ren,2612,card,chennai,Course fee
T14672,U035,2019-07-07,expense,food,1612,card,chennai,Doctor visit cash
T09655,U041,2019-07-07,expense,others,202,bank transfer,delhi,Dinner at resto
T05352,U120,2019-07-07,expense,travell,301,bank transfer,lucknow,Monthly rent
T09852,U025,2019-07-08,expense,utilities,361,upi,ahmedabad,Course fee
T14384,U148,2019-07-08,income,salary,70850,card,delhi,Salary
T11632,U073,2019-07-08,income,salary,54062,upi,mumbai,Course fee
T09671,U171,2019-07-08,expense,travel,326,cash,pune,Course fee
T05749,U113,2019-07-08,expense,ret,1775,card,delhi,
T00393,U098,2019-07-08,expense,utilities,928,upi,pune,
T07857,U002,2019-07-08,income,other income,63433,bank transfer,ahmedabad,Paid electricity bill cash
T09344,U009,2019-07-08,expense,food,2517,bank transfer,chennai,Salary via app
T01621,U108,2019-07-08,expense,foood,283,bank transfer,hyderabad,Dinner at resto
T11933,U187,2019-07-08,income,bonus,79924,cash,bengaluru,Gift
T00500,U106,2019-07-09,income,bonus,39093,bank transfer,pune,Gift
T07264,U041,2019-07-09,expense,food,79,cash,mumbai,Gift
T01579,U156,2019-07-09,expense,utilities,818,cash,lucknow,Paid electricity bill
T10577,U162,2019-07-09,expense,food,143,card,pune,Netflix subscription
T09757,U014,2019-07-09,expense,rent,917,upi,ahmedabad,Doctor visit cash
T05618,U134,2019-07-09,expense,rent,518,upi,pune,Uber to office via app
T11334,U151,2019-07-09,expense,travel,653,upi,lucknow,Salary
T05033,U109,2019-07-09,expense,rent,582,card,delhi,Monthly rent
T11842,U056,2019-07-09,expense,ffood,533,card,bengaluru,Dinner at resto via app
T04051,U060,2019-07-09,income,other income,65632,upi,bengaluru,Monthly rent
T10738,U028,2019-07-09,income,other income,53160,card,delhi,Uber to office
T00207,U183,2019-07-09,income,bonus,42221,card,pune,Uber to office late
T10201,U182,2019-07-09,expense,food,377,card,lucknow,Doctor visit
T04257,U003,2019-07-09,expense,others,1284,card,jaipur,Netflix subscription cash
T03737,U016,2019-07-09,expense,travel,1088,cash,mumbai,Uber to office late
T03156,U150,2019-07-09,expense,food,37,card,ahmedabad,Dinner at resto cash
T00224,U146,2019-07-10,expense,entertainment,88,upi,lucknow,Dinner at resto
T02917,U135,2019-07-10,expense,rent,135,bank transfer,pune,Netflix subscription
T08087,U006,2019-07-10,expense,travel,164,bank transfer,lucknow,Paid electricity bill cash
T05229,U070,2019-07-10,expense,rent,1011,card,ahmedabad,Gift
T01165,U035,2019-07-10,expense,utilities,978,cash,unknown,BdJegBQ1fIEGpURs
T12370,U147,2019-07-10,expense,food,505,upi,jaipur,Grocery shopping
T14758,U155,2019-07-10,expense,travel,45,unknown,ahmedabad,Paid electricity bill
T13880,U157,2019-07-10,expense,food,2829,upi,ahmedabad,
T07244,U185,2019-07-10,expense,food,287,upi,hyderabad,Grocery shopping
T14178,U146,2019-07-10,expense,rent,349,bank transfer,jaipur,Gift
T00807,U045,2019-07-10,expense,food,363,cash,mumbai,Salary
T09793,U126,2019-07-11,expense,education,84,card,lucknow,Doctor visit late
T06319,U188,2019-07-11,expense,travel,79,upi,bengaluru,
T14710,U037,2019-07-11,income,salary,56710,upi,ahmedabad,
T04534,U164,2019-07-11,expense,rent,228,upi,kolkata,Gift
T06344,U190,2019-07-11,expense,unknown,479,cash,hyderabad,Salary
T07954,U088,2019-07-11,income,other income,62014,bank transfer,pune,Gift
T14592,U007,2019-07-11,expense,travel,1073,bank transfer,pune,Uber to office late
T07962,U111,2019-07-11,expense,rent,533,cash,delhi,Doctor visit via app
T05156,U146,2019-07-12,income,bonus,34067,card,chennai,Dinner at resto
T13290,U016,2019-07-12,expense,education,305,bank transfer,hyderabad,Paid electricity bill
T13874,U178,2019-07-12,expense,entertainment,2216,upi,ahmedabad,Salary
T12021,U027,2019-07-12,expense,utilities,926,bank transfer,ahmedabad,Salary
T11560,U067,2019-07-12,expense,fod,36,upi,bengaluru,Salary cash
T00564,U105,2019-07-12,expense,savings,127,bank transfer,bengaluru,Paid electricity bill
T04886,U026,2019-07-12,expense,food,99,card,chennai,Dinner at resto
T06500,U076,2019-07-13,income,other income,59490,card,lucknow,Gift
T03713,U174,2019-07-13,expense,travel,908,upi,kolkata,Paid electricity bill late
T03716,U118,2019-07-13,expense,entertainment,629,cash,delhi,Uber to office
T08644,U034,2019-07-14,expense,food,435,cash,unknown,Grocery shopping late
T14887,U191,2019-07-14,expense,food,233,card,pune,iXgyuylgSkf
T07291,U113,2019-07-14,expense,others,333,card,ahmedabad,Paid electricity bill
T08454,U148,2019-07-14,expense,food,567,bank transfer,kolkata,Netflix subscription
T14625,U171,2019-07-14,expense,entertainment,401,card,unknown,Doctor visit
T11344,U154,2019-07-14,expense,savings,478,upi,kolkata,Course fee
T08030,U162,2019-07-14,expense,food,651,bank transfer,mumbai,Monthly rent
T08590,U124,2019-07-14,expense,travel,1048,upi,bengaluru,Netflix subscription late
T01225,U138,2019-07-14,expense,rent,87,upi,pune,Salary late
T03625,U145,2019-07-14,expense,travel,232,bank transfer,mumbai,Course fee
T08166,U191,2019-07-14,expense,rent,66,cash,ahmedabad,Monthly rent cash
T07616,U013,2019-07-14,income,bonus,70264,upi,bengaluru,Salary
T02531,U160,2019-07-14,expense,rent,912,card,ahmedabad,Gift
T05576,U176,2019-07-14,expense,travel,462,bank transfer,chennai,Doctor visit via app
T00970,U107,2019-07-15,expense,travel,45,cash,hyderabad,
T06598,U171,2019-07-15,expense,utilities,1420,upi,ahmedabad,Monthly rent
T03708,U011,2019-07-15,expense,rent,164,cash,delhi,Course fee
T10427,U121,2019-07-15,expense,entertainment,175,bank transfer,chennai,Monthly rent cash
T12789,U099,2019-07-15,expense,rent,198,card,mumbai,Monthly rent
T00845,U157,2019-07-15,expense,food,770,card,lucknow,Netflix subscription
T02138,U099,2019-07-15,expense,food,3538,bank transfer,lucknow,Netflix subscription
T13086,U104,2019-07-15,expense,health,1720,upi,lucknow,Dinner at resto
T03727,U137,2019-07-15,expense,savings,402,cash,ahmedabad,
T12421,U125,2019-07-15,expense,education,875,bank transfer,chennai,Uber to office
T14974,U189,2019-07-16,expense,food,233,cash,pune,Doctor visit
T00411,U099,2019-07-16,expense,utilities,4400,upi,pune,Doctor visit
T03701,U180,2019-07-16,expense,travel,178,cash,chennai,Netflix subscription via app
T10508,U074,2019-07-16,expense,others,112,bank transfer,delhi,Grocery shopping late
T10087,U100,2019-07-16,expense,others,144,upi,lucknow,Course fee
T12896,U141,2019-07-16,expense,food,910,upi,kolkata,Grocery shopping
T04050,U012,2019-07-16,income,aslary,76512,upi,lucknow,Gift
T02234,U190,2019-07-16,expense,rent,82,upi,pune,Gift
T07469,U008,2019-07-16,expense,rent,220,bank transfer,ahmedabad,Paid electricity bill
T08069,U008,2019-07-16,income,other income,38676,cash,ahmedabad,
T04331,U102,2019-07-16,expense,utilities,415,cash,delhi,Doctor visit
T14968,U178,2019-07-16,expense,rent,195,upi,pune,Course fee
T11487,U137,2019-07-16,expense,utilities,7141,cash,jaipur,Monthly rent
T05134,U097,2019-07-16,income,salary,59607,bank transfer,pune,Monthly rent
T14659,U153,2019-07-16,expense,food,106,upi,bengaluru,Netflix subscription
T01017,U074,2019-07-16,expense,utilities,109,card,lucknow,Gift via app
T09169,U122,2019-07-17,expense,utilities,87,card,jaipur,Monthly rent cash
T01457,U013,2019-07-17,expense,food,504,cash,lucknow,xopbxsPp
T09156,U014,2019-07-17,expense,ffood,389,upi,bengaluru,Grocery shopping via app
T08099,U165,2019-07-17,expense,food,2240,bank transfer,mumbai,Gift
T06822,U149,2019-07-17,expense,food,5314,upi,hyderabad,Dinner at resto
T01608,U078,2019-07-17,expense,food,609,cash,mumbai,Paid electricity bill
T00575,U059,2019-07-17,expense,rent,369,bank transfer,chennai,Monthly rent
T01335,U113,2019-07-17,income,bonus,46491,upi,delhi,Gift
T12007,U125,2019-07-17,expense,rent,106,bank transfer,jaipur,
T04526,U175,2019-07-17,expense,food,415,card,jaipur,Paid electricity bill
T11825,U168,2019-07-17,income,other income,55376,upi,hyderabad,Doctor visit
T11245,U080,2019-07-17,expense,utilities,129,upi,bengaluru,Salary via app
T03036,U012,2019-07-17,expense,utilities,1269,upi,pune,
T12179,U111,2019-07-17,expense,utilities,517,cash,kolkata,Doctor visit
T04041,U117,2019-07-18,expense,rent,455,card,kolkata,Grocery shopping late
T00885,U095,2019-07-18,expense,travel,1334,unknown,chennai,
T01076,U041,2019-07-18,income,salary,39797,card,bengaluru,Netflix subscription
T11567,U076,2019-07-18,expense,food,541,unknown,hyderabad,Netflix subscription
T13305,U131,2019-07-18,expense,travel,179,cash,ahmedabad,Monthly rent via app
T04295,U095,2019-07-18,expense,food,260,card,bengaluru,Netflix subscription
T09762,U063,2019-07-18,expense,savings,196,bank transfer,pune,Course fee
T08414,U047,2019-07-18,income,other income,66950,cash,chennai,Dinner at resto
T11799,U073,2019-07-18,expense,rent,200,card,lucknow,Uber to office
T07684,U093,2019-07-19,expense,svings,466,card,delhi,Gift
T11004,U056,2019-07-19,expense,travel,381,bank transfer,kolkata,Paid electricity bill
T01764,U103,2019-07-19,expense,traavel,126,card,lucknow,Salary
T01299,U062,2019-07-19,expense,food,594,bank transfer,bengaluru,Netflix subscription
T14144,U163,2019-07-19,income,other income,51460,card,lucknow,Uber to office
T00174,U018,2019-07-19,expense,ren,1902,bank transfer,hyderabad,Salary
T07054,U067,2019-07-19,expense,travel,370,upi,bengaluru,Dinner at resto
T13457,U074,2019-07-19,expense,rent,202,bank transfer,pune,2CCmvn7qOR
T08968,U084,2019-07-19,expense,rent,676,card,kolkata,Paid electricity bill via app
T06757,U185,2019-07-20,expense,entertainment,99,bank transfer,bengaluru,Netflix subscription
T14849,U100,2019-07-20,income,salary,55619,bank transfer,pune,Doctor visit via app
T12373,U021,2019-07-20,income,salary,68897,cash,jaipur,BfKFIWACWS4yXDW
T05697,U187,2019-07-20,expense,rent,337,card,kolkata,Monthly rent via app
T05257,U038,2019-07-20,expense,rent,167,upi,kolkata,Uber to office
T04557,U038,2019-07-20,expense,food,682,upi,lucknow,Grocery shopping
T07953,U076,2019-07-20,expense,food,153,upi,delhi,Gift
T00490,U091,2019-07-20,expense,rent,388,bank transfer,delhi,Dinner at resto
T03283,U078,2019-07-21,expense,education,378,upi,kolkata,Paid electricity bill
T01107,U144,2019-07-21,expense,food,1942,upi,ahmedabad,Dinner at resto
T08063,U019,2019-07-21,expense,utilities,377,cash,mumbai,Salary
T03960,U135,2019-07-21,expense,food,439,card,hyderabad,
T10556,U130,2019-07-21,expense,food,1132,cash,mumbai,Course fee
T04673,U074,2019-07-21,expense,travel,242,cash,pune,
T04165,U002,2019-07-21,expense,utilities,1062,upi,kolkata,
T12626,U031,2019-07-21,expense,utilities,90,bank transfer,pune,
T07246,U110,2019-07-22,expense,food,112,cash,delhi,Course fee
T12932,U014,2019-07-22,expense,food,70,cash,jaipur,IK9us8mCURGYbrNTJ
T14799,U013,2019-07-22,expense,food,496,upi,jaipur,Doctor visit
T13801,U107,2019-07-22,expense,fod,60,card,chennai,Course fee
T12491,U090,2019-07-22,expense,utilities,31,cash,pune,Paid electricity bill via app
T13966,U068,2019-07-22,expense,food,1332,cash,pune,Dinner at resto
T10932,U149,2019-07-22,expense,rent,1431,bank transfer,jaipur,Paid electricity bill
T08827,U056,2019-07-22,expense,others,5364,cash,ahmedabad,Uber to office via app
T02271,U171,2019-07-22,expense,food,960,bank transfer,delhi,Dinner at resto
T11655,U070,2019-07-22,expense,utilities,1289,upi,lucknow,Uber to office
T04056,U017,2019-07-22,income,salary,58945,bank transfer,jaipur,Paid electricity bill via app
T02018,U172,2019-07-22,expense,food,1580,cash,kolkata,Gift
T09864,U044,2019-07-23,expense,entertainment,350,upi,delhi,Netflix subscription late
T10522,U091,2019-07-23,expense,food,863,cash,lucknow,Netflix subscription
T11598,U017,2019-07-23,expense,travel,251,bank transfer,hyderabad,Grocery shopping
T01881,U047,2019-07-23,expense,unknown,188,card,mumbai,Grocery shopping
T06471,U124,2019-07-23,expense,savings,95,upi,kolkata,Course fee late
T00186,U005,2019-07-23,expense,food,745,bank transfer,pune,Monthly rent
T12442,U059,2019-07-23,expense,rent,108,bank transfer,bengaluru,Dinner at resto
T02744,U142,2019-07-23,expense,food,70,cash,mumbai,Salary
T01796,U160,2019-07-23,expense,food,184,upi,pune,Dinner at resto
T12446,U101,2019-07-23,expense,rent,307,upi,unknown,Netflix subscription
T09927,U156,2019-07-23,expense,food,693,unknown,mumbai,Uber to office
T00188,U053,2019-07-24,expense,rent,70,card,jaipur,Dinner at resto late
T10992,U093,2019-07-24,expense,food,683,unknown,jaipur,Paid electricity bill
T12399,U161,2019-07-24,income,other income,79424,card,jaipur,Grocery shopping
T09651,U088,2019-07-24,expense,ofod,135,cash,hyderabad,1ismelW9uucm8iHyFo
T03475,U069,2019-07-24,income,bonus,61893,card,chennai,Uber to office
T13666,U027,2019-07-24,expense,rent,1021,card,jaipur,Course fee
T07180,U084,2019-07-24,expense,food,152,cash,lucknow,Uber to office
T00936,U001,2019-07-24,expense,rent,115,card,ahmedabad,Salary
T06613,U156,2019-07-25,expense,education,609,card,bengaluru,Grocery shopping cash
T12033,U192,2019-07-25,expense,food,157,card,ahmedabad,Course fee
T01464,U050,2019-07-25,income,salary,67928,bank transfer,delhi,Doctor visit late
T07500,U071,2019-07-25,income,other income,24884,bank transfer,kolkata,Monthly rent
T04498,U031,2019-07-25,expense,fod,1166,card,unknown,Netflix subscription
T08411,U105,2019-07-25,expense,food,911,card,lucknow,Uber to office
T00294,U045,2019-07-25,expense,rent,833,card,delhi,Netflix subscription
T06289,U141,2019-07-25,expense,utilities,408,bank transfer,delhi,Paid electricity bill
T06815,U087,2019-07-25,expense,rent,662,bank transfer,chennai,Monthly rent
T13438,U128,2019-07-25,income,bonus,71814,card,hyderabad,Grocery shopping
T11224,U056,2019-07-25,expense,utilities,242,bank transfer,delhi,Gift
T05281,U072,2019-07-25,expense,food,45,bank transfer,lucknow,Netflix subscription
T09474,U161,2019-07-26,expense,rent,128,card,delhi,Salary cash
T05073,U169,2019-07-26,expense,others,152,upi,lucknow,Grocery shopping via app
T00727,U031,2019-07-26,expense,thers,451,cash,lucknow,Doctor visit
T03946,U151,2019-07-26,expense,entertainment,1057,upi,bengaluru,Grocery shopping
T04584,U135,2019-07-26,income,salary,38983,bank transfer,hyderabad,Grocery shopping
T09861,U114,2019-07-26,income,bonus,49386,card,mumbai,Uber to office
T07854,U060,2019-07-26,expense,utilities,312,upi,delhi,Course fee
T11692,U009,2019-07-26,income,bonus,42190,cash,kolkata,Paid electricity bill
T13467,U117,2019-07-26,expense,food,1906,bank transfer,jaipur,Grocery shopping
T14093,U059,2019-07-26,expense,rent,999999,card,ahmedabad,Monthly rent
T11102,U185,2019-07-26,expense,savings,374,bank transfer,jaipur,Doctor visit
T13055,U041,2019-07-26,expense,education,35,bank transfer,kolkata,Grocery shopping via app
T00623,U004,2019-07-26,expense,food,3930,cash,jaipur,Dinner at resto
T05834,U006,2019-07-26,expense,rent,358,cash,kolkata,Grocery shopping
T11527,U067,2019-07-26,expense,rent,351,bank transfer,mumbai,D3YlleuZ
T07072,U135,2019-07-27,expense,entertainment,443,cash,ahmedabad,Paid electricity bill cash
T03970,U036,2019-07-27,income,salary,88030,card,delhi,Uber to office
T08045,U159,2019-07-27,expense,food,1015,card,delhi,Salary cash
T04206,U185,2019-07-27,expense,entertainment,223,bank transfer,jaipur,zEaoIxh2rApccr
T09102,U104,2019-07-27,expense,food,923,bank transfer,bengaluru,Course fee
T10586,U152,2019-07-27,expense,rent,214,upi,mumbai,Dinner at resto
T09006,U066,2019-07-27,expense,rent,776,cash,delhi,
T07521,U180,2019-07-27,expense,travel,1109,upi,pune,Paid electricity bill cash
T07043,U064,2019-07-27,expense,entertainment,1622,cash,jaipur,Uber to office
T12402,U179,2019-07-27,income,bonus,67863,upi,hyderabad,Monthly rent
T12788,U028,2019-07-27,expense,rent,1086,cash,delhi,Salary
T12666,U023,2019-07-27,income,other income,79326,card,chennai,Salary
T04213,U085,2019-07-27,expense,entertainment,592,bank transfer,kolkata,Dinner at resto
T04461,U056,2019-07-27,expense,rent,474,card,kolkata,Course fee
T03546,U098,2019-07-28,expense,entertainment,4606,cash,bengaluru,Netflix subscription
T05026,U033,2019-07-28,expense,rent,562,upi,lucknow,Monthly rent
T07893,U138,2019-07-28,expense,rent,896,bank transfer,jaipur,Grocery shopping
T14824,U132,2019-07-28,income,bonus,69159,bank transfer,delhi,Doctor visit late
T02113,U121,2019-07-28,income,other income,71263,bank transfer,kolkata,Doctor visit
T11757,U167,2019-07-28,expense,food,235,bank transfer,mumbai,Uber to office
T05440,U085,2019-07-28,expense,food,306,upi,unknown,Grocery shopping
T10105,U188,2019-07-28,expense,food,464,card,lucknow,Netflix subscription
T08568,U115,2019-07-28,expense,rent,909,card,pune,Netflix subscription
T02267,U188,2019-07-29,expense,ent,1544,cash,hyderabad,Dinner at resto
T01786,U111,2019-07-29,expense,trave,110,upi,unknown,Course fee cash
T01117,U011,2019-07-29,expense,utilities,104,upi,chennai,Netflix subscription via app
T08325,U164,2019-07-29,expense,rent,194,bank transfer,bengaluru,Dinner at resto
T05256,U021,2019-07-29,expense,rent,130,bank transfer,chennai,
T05171,U055,2019-07-29,expense,entertainment,2924,cash,delhi,
T13856,U023,2019-07-30,expense,rent,436,ash,mumbai,U8Bx6ukO
T04307,U076,2019-07-30,expense,food,76,bank transfer,jaipur,Salary cash
T12182,U186,2019-07-30,expense,food,827,card,delhi,Dinner at resto
T12526,U096,2019-07-30,income,other income,71844,card,lucknow,Course fee late
T14328,U159,2019-07-30,expense,food,220,upi,mumbai,Paid electricity bill
T02445,U165,2019-07-30,expense,rent,11932,card,lucknow,pABOitCWwuCpbhBV
T10591,U034,2019-07-30,expense,savings,178,card,chennai,Doctor visit late
T11614,U079,2019-07-30,expense,others,1670,card,kolkata,Monthly rent
T00992,U076,2019-07-30,expense,travel,241,bank transfer,ahmedabad,Netflix subscription
T02716,U028,2019-07-30,expense,food,89,upi,kolkata,Doctor visit via app
T00653,U037,2019-07-30,expense,savings,407,upi,kolkata,Course fee
T02719,U055,2019-07-31,expense,entertainment,592,bank transfer,lucknow,Doctor visit
T11610,U102,2019-07-31,income,other income,54548,upi,mumbai,Salary cash
T01362,U098,2019-07-31,expense,rent,384,bank transfer,bengaluru,Uber to office
T09775,U055,2019-07-31,expense,utilities,103,bank transfer,chennai,Salary
T05829,U078,2019-07-31,expense,health,816,bank transfer,hyderabad,Netflix subscription
T06802,U015,2019-07-31,expense,utillities,37,cash,delhi,Netflix subscription cash
T01741,U098,2019-07-31,income,bonus,52677,card,kolkata,Grocery shopping
T13996,U044,2019-07-31,expense,food,114,cash,ahmedabad,Uber to office
T08597,U042,2019-07-31,expense,rent,466,cash,delhi,Course fee via app
T00182,U082,2019-07-31,expense,entertainment,946,cash,jaipur,
T08902,U119,2019-08-01,expense,others,2428,bank transfer,unknown,Dinner at resto cash
T08102,U152,2019-08-01,expense,savings,1011,upi,kolkata,Uber to office
T07179,U081,2019-08-01,expense,utilities,54,upi,jaipur,Paid electricity bill
T12306,U034,2019-08-01,expense,food,186,upi,jaipur,Course fee
T00535,U083,2019-08-01,expense,food,145,upi,jaipur,Doctor visit
T08766,U184,2019-08-01,expense,utilities,2372,bank transfer,delhi,Grocery shopping
T01077,U067,2019-08-01,expense,rent,207,cash,mumbai,Monthly rent
T00243,U024,2019-08-01,expense,rent,2898,cash,unknown,Uber to office
T07817,U037,2019-08-02,income,bonus,48673,upi,kolkata,Salary
T12310,U108,2019-08-02,income,other income,68887,card,mumbai,Salary
T08941,U071,2019-08-02,expense,food,189,upi,ahmedabad,Netflix subscription
T03135,U140,2019-08-02,expense,utilities,741,bank transfer,chennai,Gift
T05339,U021,2019-08-02,expense,rent,911,cash,hyderabad,Netflix subscription cash
T14086,U138,2019-08-02,expense,ood,326,bank transfer,jaipur,Grocery shopping
T14811,U119,2019-08-02,income,bonus,85826,card,kolkata,Gift cash
T11955,U085,2019-08-02,income,other income,59223,card,kolkata,Netflix subscription late
T02794,U087,2019-08-02,expense,utilities,1758,bank transfer,ahmedabad,
T03041,U190,2019-08-02,income,bonnus,52527,cash,jaipur,Uber to office
T07607,U189,2019-08-02,expense,food,1808,card,mumbai,Gift
T01770,U088,2019-08-03,income,other income,52667,upi,bengaluru,
T09573,U107,2019-08-03,expense,utilities,330,cash,kolkata,Course fee
T04136,U147,2019-08-03,expense,food,361,cash,hyderabad,
T13284,U090,2019-08-03,expense,utilities,32,card,pune,Grocery shopping
T09918,U067,2019-08-03,expense,rent,504,card,mumbai,
T07265,U096,2019-08-03,expense,food,281,card,mumbai,Course fee
T12247,U074,2019-08-03,expense,food,1598,bank transfer,hyderabad,Course fee
T12319,U129,2019-08-03,expense,entertainment,172,bank transfer,pune,Gift
T12309,U062,2019-08-03,expense,food,397,upi,chennai,Course fee
T02258,U149,2019-08-03,income,salary,76266,cash,hyderabad,Dinner at resto
T09353,U145,2019-08-03,expense,rent,181,bank transfer,jaipur,Doctor visit
T10190,U151,2019-08-03,income,salary,80555,bank transfer,ahmedabad,Monthly rent
T11260,U053,2019-08-04,expense,others,455,cash,hyderabad,Uber to office
T01121,U098,2019-08-04,expense,rent,100,upi,mumbai,Dinner at resto
T08543,U102,2019-08-04,expense,utilities,134,cash,kolkata,Uber to office
T10890,U174,2019-08-04,income,other income,62621,upi,hyderabad,Gift
T07027,U037,2019-08-04,expense,food,449,card,pune,Course fee
T06107,U023,2019-08-04,expense,food,1086,cash,chennai,Gift
T14789,U042,2019-08-04,expense,rent,32,bank transfer,chennai,Doctor visit cash
T09327,U010,2019-08-04,expense,entertainment,1246,bank transfer,bengaluru,
T13164,U016,2019-08-04,expense,ofod,529,upi,mumbai,Netflix subscription
T10250,U026,2019-08-04,expense,food,909,upi,jaipur,Netflix subscription
T11754,U174,2019-08-04,income,other income,62621,upi,hyderabad,Gift
T04211,U083,2019-08-04,expense,entertainment,331,card,delhi,qBgte4PaOo8IOcUxnXf1
T12197,U021,2019-08-04,expense,retn,875,cash,pune,Dinner at resto
T11663,U158,2019-08-04,expense,food,658,upi,ahmedabad,Netflix subscription
T07120,U054,2019-08-05,expense,entertainment,144,cash,lucknow,Doctor visit
T10099,U161,2019-08-05,expense,rent,676,bank transfer,mumbai,Monthly rent
T13118,U188,2019-08-05,expense,unknown,2442,unknown,lucknow,Uber to office
T13017,U051,2019-08-05,expense,education,1506,card,bengaluru,Doctor visit
T09103,U106,2019-08-05,income,bonus,51330,cash,pune,Gift via app
T08973,U092,2019-08-05,expense,entertainment,184,bank transfer,chennai,Grocery shopping
T05035,U123,2019-08-05,income,other income,44314,unknown,delhi,Salary
T00160,U129,2019-08-05,expense,travel,1116,bank transfer,bengaluru,Gift
T05935,U022,2019-08-05,expense,utilities,5122,upi,ahmedabad,Doctor visit
T05895,U077,2019-08-05,expense,travel,501,card,ahmedabad,Course fee
T10245,U168,2019-08-05,expense,rent,1965,cash,ahmedabad,Oj5dHEuv
T07532,U187,2019-08-05,expense,travel,53,bank transfer,mumbai,n2MwVkgrpTYRwv
T02687,U138,2019-08-05,expense,rent,108,card,jaipur,Monthly rent
T10247,U056,2019-08-06,expense,rent,8495,bank transfer,delhi,Netflix subscription
T01396,U105,2019-08-06,expense,food,8576,upi,hyderabad,Salary
T02832,U019,2019-08-06,expense,travel,1421,card,ahmedabad,k43n03NhguKSG
T09183,U105,2019-08-06,income,bonus,84395,upi,unknown,Gift
T00127,U129,2019-08-06,expense,entertainment,523,ard,lucknow,Netflix subscription
T01810,U131,2019-08-06,income,other income,44533,cash,bengaluru,Netflix subscription
T08359,U001,2019-08-06,income,salary,54358,upi,kolkata,Salary
T10276,U076,2019-08-06,expense,travel,592,bank transfer,mumbai,
T01834,U102,2019-08-06,expense,food,475,bank transfer,pune,Paid electricity bill
T09419,U137,2019-08-07,expense,entertainment,192,bank transfer,pune,
T13792,U041,2019-08-07,expense,rent,107,bank transfer,ahmedabad,Grocery shopping
T13286,U082,2019-08-07,expense,savings,236,bank transfer,mumbai,Paid electricity bill
T07453,U142,2019-08-07,expense,travel,1097,upi,pune,Gift
T14485,U139,2019-08-07,expense,travel,362,bank transfer,lucknow,Uber to office
T06338,U049,2019-08-07,expense,utilities,32,cash,chennai,Paid electricity bill
T03517,U060,2019-08-07,expense,food,2370,upi,delhi,Salary
T01208,U054,2019-08-07,expense,utilities,183,card,kolkata,Grocery shopping via app
T10881,U129,2019-08-08,expense,utilities,434,bank transfer,mumbai,Dinner at resto
T05899,U109,2019-08-08,expense,rent,225,card,lucknow,Monthly rent
T13003,U188,2019-08-08,expense,food,228,bank transfer,chennai,Netflix subscription
